OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
NALMS,North American Lake Management Society,"NALMS-C44.68333,-78.23333",LOUCKS LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.6833300000,-78.2333300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.68333,-79.31667",St. John,Lake,GPS-Unspecified,,,,,,44.6833300000,-79.3166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6833,-63.5",Settle Lake,Lake,GPS-Unspecified,,,,,,44.6833000000,-63.5000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6833,-63.5833",Little Albro,Lake,GPS-Unspecified,,,,,,44.6833000000,-63.5833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6833,-76.3333",Rideau,Other-Surface Water,GPS-Unspecified,,,,,,44.6833000000,-76.3333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6833,-78.5333","Bass Lake, FL",Other-Surface Water,GPS-Unspecified,,,,,,44.6833000000,-78.5333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6833,-79.2667",Kashegaba,Other-Surface Water,GPS-Unspecified,,,,,,44.6833000000,-79.2667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.68444,-76.48056",GREEN LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.6844400000,-76.4805600000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.68558,-76.33284",Upper Rideau,Other-Surface Water,GPS-Unspecified,,,,,,44.6855800000,-76.3328400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.68875,-78.04642",Jack,Lake,GPS-Unspecified,,,,,,44.6887500000,-78.0464200000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6889,-63.5792",Albro Lake,Lake,GPS-Unspecified,,,,,,44.6889000000,-63.5792000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.6972,-63.5528","Lake Micmac, NS, Canada",Lake,GPS-Unspecified,,,,,,44.6972000000,-63.5528000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7056,-63.7042",Kearney Lake,Lake,GPS-Unspecified,,,,,,44.7056000000,-63.7042000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7111,-63.5167",Loon Lake,Lake,GPS-Unspecified,,,,,,44.7111000000,-63.5167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.71278,-76.61555",CROW LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7127800000,-76.6155500000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7156,-63.6861",Papermill Lake,Reservoir,GPS-Unspecified,,,,,,44.7156000000,-63.6861000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.71667,-76.55",Bobs,Lake,GPS-Unspecified,,,,,,44.7166700000,-76.5500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.71667,-77.91666",Methuen,Other-Surface Water,GPS-Unspecified,,,,,,44.7166700000,-77.9166600000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.71667,-78.2",Anstruther,Lake,GPS-Unspecified,,,,,,44.7166700000,-78.2000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.71667,-78.93333",Rush,Lake,GPS-Unspecified,,,,,,44.7166700000,-78.9333300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7167,-63.3333",Grand Lake,Lake,GPS-Unspecified,,,,,,44.7167000000,-63.3333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7167,-63.85",Stillwater Lake,Lake,GPS-Unspecified,,,,,,44.7167000000,-63.8500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7167,-76.9167",Big Clear,Other-Surface Water,GPS-Unspecified,,,,,,44.7167000000,-76.9167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7167,-77.8333",Tangamong,Other-Surface Water,GPS-Unspecified,,,,,,44.7167000000,-77.8333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7167,-78.2",Wolf,Other-Surface Water,GPS-Unspecified,,,,,,44.7167000000,-78.2000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.73333,-76.11667",Newboro,Other-Surface Water,GPS-Unspecified,,,,,,44.7333300000,-76.1166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.73333,-76.95",Kennebec,Lake,GPS-Unspecified,,,,,,44.7333300000,-76.9500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-64.0167",Hubley Mill Lake,Lake,GPS-Unspecified,,,,,,44.7333000000,-64.0167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-76.1167",Newboro,Other-Surface Water,GPS-Unspecified,,,,,,44.7333000000,-76.1167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-78.15",Loon Call,Other-Surface Water,GPS-Unspecified,,,,,,44.7333000000,-78.1500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-78.2833",Beaver Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.7333000000,-78.2833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-78.9167",Head,Other-Surface Water,GPS-Unspecified,,,,,,44.7333000000,-78.9167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7333,-79.8833",Midland Park,Other-Surface Water,GPS-Unspecified,,,,,,44.7333000000,-79.8833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7403,-63.7083",Sandy Lake,Lake,GPS-Unspecified,,,,,,44.7403000000,-63.7083000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.755,-76.43584",CROSBY LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7550000000,-76.4358400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75,-63.1833",Petpeswick,Lake,GPS-Unspecified,,,,,,44.7500000000,-63.1833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75,-63.3",Porters-Lower,Lake,GPS-Unspecified,,,,,,44.7500000000,-63.3000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75,-76.21667",Big Rideau,Lake,GPS-Unspecified,,,,,,44.7500000000,-76.2166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75,-76.5",Cole,Lake,GPS-Unspecified,,,,,,44.7500000000,-76.5000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75,-78.3167",Catchacoma,Lake,GPS-Unspecified,,,,,,44.7500000000,-78.3166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75833,-78.47944",CRYSTAL LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7583300000,-78.4794400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.75917,-77.63694",GLANMIRE LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7591700000,-77.6369400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7667,-63.6167",Powder Mill,Lake,GPS-Unspecified,,,,,,44.7667000000,-63.6167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7667,-76.6833",Sharbot,Other-Surface Water,GPS-Unspecified,,,,,,44.7667000000,-76.6833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7667,-78",Lasswade,Other-Surface Water,GPS-Unspecified,,,,,,44.7667000000,-78.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7667,-79.5",Farren,Other-Surface Water,GPS-Unspecified,,,,,,44.7667000000,-79.5000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.76806,-76.29472",Black Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.7680600000,-76.2947200000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7681,-63.6556",First Lake,Lake,GPS-Unspecified,,,,,,44.7681000000,-63.6556000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.77306,-77.74528",Lake of Islands,Other-Surface Water,GPS-Unspecified,,,,,,44.7730600000,-77.7452800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.77417,-78.71028",Crego Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.7741700000,-78.7102800000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7,-76.45",Spectacle,Other-Surface Water,GPS-Unspecified,,,,,,44.7000000000,-76.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7,-76.6333",Victoria Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.7000000000,-76.6333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7,-78.31667",Mississauga Lake,Lake,GPS-Unspecified,,,,,,44.7000000000,-78.3166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.78333,-78.38333",Picard,Lake,GPS-Unspecified,,,,,,44.7833300000,-78.3833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.78333,-79.4",Sparrow,Lake,GPS-Unspecified,,,,,,44.7833300000,-79.4000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-63.2333",Chezzetcook,Lake,GPS-Unspecified,,,,,,44.7833000000,-63.2333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-76.1167",Otter,Other-Surface Water,GPS-Unspecified,,,,,,44.7833000000,-76.1167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-76.35",Pike,Other-Surface Water,GPS-Unspecified,,,,,,44.7833000000,-76.3500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-76.5167",Davern,Other-Surface Water,GPS-Unspecified,,,,,,44.7833000000,-76.5167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-78.3833",Pickard,Other-Surface Water,GPS-Unspecified,,,,,,44.7833000000,-78.3833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.7833,-78.7167",Davis,Other-Surface Water,GPS-Unspecified,,,,,,44.7833000000,-78.7167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.78611,-76.28944",Black Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.7861100000,-76.2894400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.78611,-77.73944",DICKEY LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7861100000,-77.7394400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.79861,-78.79722",EAST MOORE LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.7986100000,-78.7972200000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8119,-63.7389",Springfield Lake,Lake,GPS-Unspecified,,,,,,44.8119000000,-63.7389000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.81667,-76.21667",Adam,Lake,GPS-Unspecified,,,,,,44.8166700000,-76.2166700000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.81667,-78.45",Salmon,Lake,GPS-Unspecified,,,,,,44.8166700000,-78.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-63.5",Three Mile,Lake,GPS-Unspecified,,,,,,44.8167000000,-63.5000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-63.5667",Soldier Lake,Lake,GPS-Unspecified,,,,,,44.8167000000,-63.5667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-63.6833",Barrett Lake,Lake,GPS-Unspecified,,,,,,44.8167000000,-63.6833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-63.7833",Lewis Lake,Lake,GPS-Unspecified,,,,,,44.8167000000,-63.7833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-76.9833",Big Gull,Other-Surface Water,GPS-Unspecified,,,,,,44.8167000000,-76.9833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-78",Chandos,Other-Surface Water,GPS-Unspecified,,,,,,44.8167000000,-78.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-78.7667",Gull,Other-Surface Water,GPS-Unspecified,,,,,,44.8167000000,-78.7667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8167,-79.9833",Farlain,Other-Surface Water,GPS-Unspecified,,,,,,44.8167000000,-79.9833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8172,-63.5917",Miller,Lake,GPS-Unspecified,,,,,,44.8172000000,-63.5917000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8258,-63.6458",Kinsac,Lake,GPS-Unspecified,,,,,,44.8258000000,-63.6458000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.83333,-76.6",Silver,Lake,GPS-Unspecified,,,,,,44.8333300000,-76.6000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.83333,-79.83334",Gloucester Pool,Lake,GPS-Unspecified,,,,,,44.8333300000,-79.8333400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-77.2667",Skootamatta,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-77.2667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-77.6833",Steenburg,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-77.6833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-78.4333",Fortescue,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-78.4333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-78.4833",White Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-78.4833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-78.7833",Big Bob,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-78.7833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-79.2833",Kahshe,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-79.2833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8333,-81.2667",Beattie,Other-Surface Water,GPS-Unspecified,,,,,,44.8333000000,-81.2667000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.83833,-79.17861",Riley Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.8383300000,-79.1786100000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8419,-63.6858","Tucker Lake, NS, Canada",Lake,GPS-Unspecified,,,,,,44.8419000000,-63.6858000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-64.65",Loon Lk,Other-Surface Water,GPS-Unspecified,,,,,,44.8500000000,-64.6500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-65.15",Little R Lk,Reservoir,GPS-Unspecified,,,,,,44.8500000000,-65.1500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-76.2167",Otty,Other-Surface Water,GPS-Unspecified,,,,,,44.8500000000,-76.2167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-77.5833",Wadsworth Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.8500000000,-77.5833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-77.83334",Wollaston Lake,Lake,GPS-Unspecified,,,,,,44.8500000000,-77.8333400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-78.4833",Salerno,Other-Surface Water,GPS-Unspecified,,,,,,44.8500000000,-78.4833000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-78.48333",Devil's,Lake,GPS-Unspecified,,,,,,44.8500000000,-78.4833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.85,-79.45",Severn River,Other-Surface Water,GPS-Unspecified,,,,,,44.8500000000,-79.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.86667,-77.08334",Mississagagon,Lake,GPS-Unspecified,,,,,,44.8666700000,-77.0833400000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.86667,-78.38333",Horseshoe,Lake,GPS-Unspecified,,,,,,44.8666700000,-78.3833300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.86667,-79.45",Morrison,Lake,GPS-Unspecified,,,,,,44.8666700000,-79.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.866,-76.119",LOWER RIDEAU LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.8660000000,-76.1190000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8667,-77.0167",Kashwakamak,Other-Surface Water,GPS-Unspecified,,,,,,44.8667000000,-77.0167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8667,-77.7333",Sweets,Other-Surface Water,GPS-Unspecified,,,,,,44.8667000000,-77.7333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8667,-77.8",Peter,Other-Surface Water,GPS-Unspecified,,,,,,44.8667000000,-77.8000000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8667,-79.65",Tea,Other-Surface Water,GPS-Unspecified,,,,,,44.8667000000,-79.6500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8675,-78.74083",DENNA LAKE,Other-Surface Water,GPS-Unspecified,,,,,,44.8675000000,-78.7408300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.87222,-78.84306",Devil's Lake,Other-Surface Water,GPS-Unspecified,,,,,,44.8722200000,-78.8430600000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.87417,-79.21111","Bass Lake, ON, Canada",Other-Surface Water,GPS-Unspecified,,,,,,44.8741700000,-79.2111100000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8,-76.4333",Christie,Other-Surface Water,GPS-Unspecified,,,,,,44.8000000000,-76.4333000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8,-76.75",Penyck,Other-Surface Water,GPS-Unspecified,,,,,,44.8000000000,-76.7500000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8,-79.2333",Clearwater Lake,Lake,GPS-Unspecified,,,,,,44.8000000000,-79.2333300000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,08,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C44.8833,-63.8167",Pentz Lake,Lake,GPS-Unspecified,,,,,,44.8833000000,-63.8167000000,,,,GPS-Unspecified,UNKWN,,,,,,,CA,07,,,,,,,,,,,STORET
